Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Mono-Faction?,Custom Trait1,Custom Trait2,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
Joseph Alcorn,T'au Empire,1,1,,1,Farsight Enclaves,1,1,Mono,,,2,3,0,5,65.00,72.40,40.00%,40.00%,5,,5,2,3,0,0.40,65.00,72.40,40.00%,40.00%,65.00,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Joseph Alcorn,T'au Empire,1,,1,,Farsight Enclaves,1,,,,,2,3,0,5,65.00,72.40,40.00%,,,5,,,,,,,,,,,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Franz-Xaver Ender,T'au Empire,1,1,,1,Farsight Enclaves,1,1,Mono,,,0,5,0,5,38.60,58.20,0.00%,0.00%,5,,5,0,5,0,0.00,38.60,58.20,0.00%,0.00%,38.60,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Sascha Eichelberg,T'au Empire,1,1,,1,Farsight Enclaves,1,1,mono,,,3,2,0,5,53.40,55.00,60.00%,60.00%,5,,5,3,2,0,0.60,53.40,55.00,60.00%,60.00%,53.40,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Sascha Eichelberg,T'au Empire,1,,1,,Farsight Enclaves,1,,,,,3,2,0,5,53.40,55.00,60.00%,,,5,,,,,,,,,,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Daniel Burgoyne,Chaos Space Marines,1,,1,,Flawless Host,1,1,,,,2,3,0,5,63.00,50.80,40.00%,,,5,,,,,,,,,40.00%,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Austin Wingfield,Chaos Space Marines,1,,1,,Fortification,1,1,,,,4,1,0,5,71.20,58.00,80.00%,,,5,,,,,,,,,80.00%,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Christopher Talley,Genestealer Cults,1,,1,,Four Armed Emperor,1,1,,,,3,2,0,5,75.80,65.60,60.00%,,,5,,,,,,,,,60.00%,,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Bilbo Göransson,Genestealer Cults,1,,1,,Four Armed Emperor,1,1,,,,4,1,0,5,16.00,4.00,80.00%,,,5,,,,,,,,,80.00%,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Rodrigo Mireles,Orks,1,1,,1,Freebooterz,1,1,Mono,,,1,2,0,3,35.33,46.33,33.33%,33.33%,3,,3,1,2,0,0.33,35.33,46.33,33.33%,33.33%,35.33,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Björn Eriksson,Orks,1,1,,1,Freebooterz,1,1,Mono,,,3,2,0,5,10.20,9.80,60.00%,60.00%,5,,5,3,2,0,0.60,10.20,9.80,60.00%,60.00%,10.20,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
David Bannister,Harlequins,1,1,,1,Frozen Stars,1,1,,,,2,4,0,6,63.83,69.67,33.33%,,6,,,2,4,0,0.33,63.83,69.67,33.33%,33.33%,63.83,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Troy Strootman,Harlequins,1,1,,1,Frozen Stars,1,1,Mono,,,2,3,0,5,55.00,68.00,40.00%,40.00%,5,,5,2,3,0,0.40,55.00,68.00,40.00%,40.00%,55.00,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Kenneth Thorbjornsen,Harlequins,1,1,,1,Frozen Stars,1,1,Mono,,,3,2,0,5,77.60,58.40,60.00%,60.00%,5,,5,3,2,0,0.60,77.60,58.40,60.00%,60.00%,77.60,No,,Invasion GT,GT Pack,9th Open,12-Sep
Rasmus Valand Fredriksen,Harlequins,1,1,,1,Frozen Stars,1,1,Mono,,,5,0,0,5,81.00,46.20,100.00%,100.00%,5,,5,5,0,0,1.00,81.00,46.20,100.00%,100.00%,81.00,No,,Invasion GT,GT Pack,9th Open,12-Sep
Brian Lakeland,Harlequins,1,1,,1,Frozen Stars,1,1,Mono,,,4,1,0,5,81.60,65.60,80.00%,80.00%,5,,5,4,1,0,0.80,81.60,65.60,80.00%,80.00%,81.60,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Blake Dixon,Harlequins,1,1,,1,Frozen Stars,1,1,,,,1,5,0,6,65.83,75.00,16.67%,,6,,,1,5,0,0.17,65.83,75.00,16.67%,16.67%,65.83,No,,Iron Halo,GT Pack,9th Open,26-Sep
Tony Thebeau,Harlequins,1,1,,1,Frozen Stars,1,1,Mono,,,2,3,0,5,46.60,73.80,40.00%,40.00%,5,,5,2,3,0,0.40,46.60,73.80,40.00%,40.00%,46.60,No,,Iron Halo,GT Pack,9th Open,26-Sep
Malik Amin Rubio,Harlequins,1,1,,1,Frozen Stars,1,1,,,,5,0,0,5,94.00,50.00,100.00%,,5,,,5,0,0,1.00,94.00,50.00,100.00%,100.00%,94.00,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Brandon Empey,Harlequins,1,1,,1,Frozen Stars,1,1,Mono,,,2,2,1,5,66.20,63.20,50.00%,50.00%,5,,5,2,2,1,0.50,66.20,63.20,50.00%,50.00%,66.20,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Jonathan Scully,Harlequins,1,1,,1,Frozen Stars,1,1,Mono,,,3,2,0,5,64.00,51.40,60.00%,60.00%,5,,5,3,2,0,0.60,64.00,51.40,60.00%,60.00%,64.00,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Jack Cross,Harlequins,1,1,,1,Frozen Stars,1,1,Mono,,,2,1,1,4,47.50,36.50,62.50%,62.50%,4,,4,2,1,1,0.63,47.50,36.50,62.50%,62.50%,47.50,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Dennis Rau,Harlequins,1,1,,1,Frozen Stars,1,1,,,,3,1,1,5,62.20,58.00,70.00%,,5,,,3,1,1,0.70,62.20,58.00,70.00%,70.00%,62.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Fred Oho,Harlequins,1,1,,1,Frozen Stars,1,1,,,,3,2,0,5,70.80,48.60,60.00%,,5,,,3,2,0,0.60,70.80,48.60,60.00%,60.00%,70.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Mario Holtge,Harlequins,1,1,,1,Frozen Stars,1,1,mono,,,3,2,0,5,66.20,45.40,60.00%,60.00%,5,,5,3,2,0,0.60,66.20,45.40,60.00%,60.00%,66.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Stephen Mitchell,Orks,1,1,,1,Goffs,1,1,Mono,,,4,1,0,5,83.80,44.00,80.00%,80.00%,5,,5,4,1,0,0.80,83.80,44.00,80.00%,80.00%,83.80,No,,Warzone: Giga-Bytes IV,GT Pack,9th Open,8-Aug
Shane Watts,Orks,1,1,,1,Goffs,1,1,Mono,,,4,1,0,5,86.00,71.00,80.00%,80.00%,5,,5,4,1,0,0.80,86.00,71.00,80.00%,80.00%,86.00,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Brenden Smith,Orks,1,1,,1,Goffs,1,1,Mono,,,4,2,0,6,61.67,42.83,66.67%,66.67%,6,,6,4,2,0,0.67,61.67,42.83,66.67%,66.67%,61.67,No,,Iron Halo,GT Pack,9th Open,26-Sep
Daren Mueller,Orks,1,1,,1,Goffs,1,1,Mono,,,1,4,0,5,49.20,86.40,20.00%,20.00%,5,,5,1,4,0,0.20,49.20,86.40,20.00%,20.00%,49.20,No,,Iron Halo,GT Pack,9th Open,26-Sep
Emil Gustafsson,Orks,1,1,,1,Goffs,1,1,Mono,,,1,4,0,5,65.80,94.00,20.00%,20.00%,5,,5,1,4,0,0.20,65.80,94.00,20.00%,20.00%,65.80,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Moses Svalander,Orks,1,,1,,Goffs,1,1,,,,2,3,0,5,60.60,80.00,40.00%,,,5,,,,,,,,,40.00%,,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Peter Zessin,Orks,1,1,,1,Goffs,1,1,mono,,,5,0,0,5,67.40,48.40,100.00%,100.00%,5,,5,5,0,0,1.00,67.40,48.40,100.00%,100.00%,67.40,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Ludvig Advin,Orks,1,1,,1,Goffs,1,1,Mono,,,2,2,1,5,8.60,7.40,50.00%,50.00%,5,,5,2,2,1,0.50,8.60,7.40,50.00%,50.00%,8.60,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Artem Musiienko,Orks,1,1,,1,Goffs,1,1,mono,,,4,1,0,5,60.80,45.60,80.00%,80.00%,5,,5,4,1,0,0.80,60.80,45.60,80.00%,80.00%,60.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Daniel Nau,Orks,1,1,,1,Goffs,1,1,mono,,,2,3,0,5,59.40,68.00,40.00%,40.00%,5,,5,2,3,0,0.40,59.40,68.00,40.00%,40.00%,59.40,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Marc Speer,Orks,1,1,,1,Goffs,1,1,Mono,,,1,4,0,5,53.40,73.20,20.00%,20.00%,5,,5,1,4,0,0.20,53.40,73.20,20.00%,20.00%,53.40,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Thomas Brutscher,Orks,1,1,,1,Goffs,1,1,Mono,,,4,1,0,5,66.60,50.00,80.00%,80.00%,5,,5,4,1,0,0.80,66.60,50.00,80.00%,80.00%,66.60,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Jonatan Holm,Cult Mechanicus,1,,1,1,Graia,1,1,,,,3,2,0,5,82.40,74.00,60.00%,,,5,,,,,0.60,82.40,74.00,,60.00%,,No,,Varberg GT,GT Pack,9th Open,28-Aug
Ben Cherwien,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,4,2,0,6,85.50,68.17,66.67%,66.67%,6,,6,4,2,0,0.67,85.50,68.17,66.67%,66.67%,85.50,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Colin Kay,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,4,2,0,6,66.17,64.67,66.67%,66.67%,6,,6,4,2,0,0.67,66.17,64.67,66.67%,66.67%,66.17,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Colin Kay,Grey Knights,1,,1,,Grey Knights,1,,,,,4,2,0,6,66.17,64.67,66.67%,,,6,,,,,,,,,,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Jason Rogers,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,3,3,0,6,74.83,69.33,50.00%,50.00%,6,,6,3,3,0,0.50,74.83,69.33,50.00%,50.00%,74.83,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Jason Rogers,Grey Knights,1,,1,,Grey Knights,1,,,,,3,3,0,6,74.83,69.33,50.00%,,,6,,,,,,,,,,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Marc Nuessen,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,4,2,0,6,78.17,67.00,66.67%,66.67%,6,,6,4,2,0,0.67,78.17,67.00,66.67%,66.67%,78.17,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Mark Weiss,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,1,5,0,6,57.50,70.83,16.67%,16.67%,6,,6,1,5,0,0.17,57.50,70.83,16.67%,16.67%,57.50,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Mark Weiss,Grey Knights,1,,1,,Grey Knights,1,,,,,1,5,0,6,57.50,70.83,16.67%,,,6,,,,,,,,,,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Matthew Bennett,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,3,3,0,6,66.17,67.83,50.00%,50.00%,6,,6,3,3,0,0.50,66.17,67.83,50.00%,50.00%,66.17,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Daniel Hesselberg,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,4,1,0,5,83.40,69.40,80.00%,80.00%,5,,5,4,1,0,0.80,83.40,69.40,80.00%,80.00%,83.40,No,,Varberg GT,GT Pack,9th Open,28-Aug
Patrick Molstad,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,2,2,0,4,73.75,80.25,50.00%,50.00%,4,,4,2,2,0,0.50,73.75,80.25,50.00%,50.00%,73.75,No,,Invasion GT,GT Pack,9th Open,12-Sep
Torgrim Falkvang,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,2,3,0,5,73.00,79.40,40.00%,40.00%,5,,5,2,3,0,0.40,73.00,79.40,40.00%,40.00%,73.00,No,,Invasion GT,GT Pack,9th Open,12-Sep
Andrey Nevmianov,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,1,2,0,3,43.33,68.00,33.33%,33.33%,3,,3,1,2,0,0.33,43.33,68.00,33.33%,33.33%,43.33,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Luke Pearce,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,4,1,0,5,65.00,66.40,80.00%,80.00%,5,,5,4,1,0,0.80,65.00,66.40,80.00%,80.00%,65.00,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Luke Pearce,Grey Knights,1,,1,,Grey Knights,1,,,,,4,1,0,5,65.00,66.40,80.00%,,,5,,,,,,,,,,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Zack Morgan,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,1,4,0,5,62.80,78.40,20.00%,20.00%,5,,5,1,4,0,0.20,62.80,78.40,20.00%,20.00%,62.80,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Jason Rogers,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,2,3,0,5,62.80,72.20,40.00%,40.00%,5,,5,2,3,0,0.40,62.80,72.20,40.00%,40.00%,62.80,No,,Iron Halo,GT Pack,9th Open,26-Sep
Jason Rogers,Grey Knights,1,,1,,Grey Knights,1,,,,,2,3,0,5,62.80,72.20,40.00%,,,5,,,,,,,,,,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Marc Nuessen,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,2,4,0,6,66.17,76.67,33.33%,33.33%,6,,6,2,4,0,0.33,66.17,76.67,33.33%,33.33%,66.17,No,,Iron Halo,GT Pack,9th Open,26-Sep
Mason King,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,2,4,0,6,63.67,67.83,33.33%,33.33%,6,,6,2,4,0,0.33,63.67,67.83,33.33%,33.33%,63.67,No,,Iron Halo,GT Pack,9th Open,26-Sep
Aaron Knafla,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,4,1,0,5,73.00,58.00,80.00%,80.00%,5,,5,4,1,0,0.80,73.00,58.00,80.00%,80.00%,73.00,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Aaron Knafla,Grey Knights,1,,1,,Grey Knights,1,,,,,4,1,0,5,73.00,58.00,80.00%,,,5,,,,,,,,,,,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Alfred Drake,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,2,3,0,5,56.00,65.00,40.00%,40.00%,5,,5,2,3,0,0.40,56.00,65.00,40.00%,40.00%,56.00,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Alfred Drake,Grey Knights,1,,1,,Grey Knights,1,,,,,2,3,0,5,56.00,65.00,40.00%,,,5,,,,,,,,,,,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Jack Baker,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,3,2,0,5,57.40,71.40,60.00%,60.00%,5,,5,3,2,0,0.60,57.40,71.40,60.00%,60.00%,57.40,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Jack Baker,Grey Knights,1,,1,,Grey Knights,1,,,,,3,2,0,5,57.40,71.40,60.00%,,,5,,,,,,,,,,,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Dustin Beck,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,3,2,0,5,65.40,54.40,60.00%,60.00%,5,,5,3,2,0,0.60,65.40,54.40,60.00%,60.00%,65.40,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Warren Leahey,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,1,2,0,3,62.00,64.00,33.33%,33.33%,3,,3,1,2,0,0.33,62.00,64.00,33.33%,33.33%,62.00,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Stephen Mitchell,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,5,0,0,5,90.80,45.40,100.00%,100.00%,5,,5,5,0,0,1.00,90.80,45.40,100.00%,100.00%,90.80,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Stephen Mitchell,Grey Knights,1,,1,,Grey Knights,1,,,,,5,0,0,5,90.80,45.40,100.00%,,,5,,,,,,,,,,,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Joel Roos,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,1,4,0,5,6.80,13.20,20.00%,20.00%,5,,5,1,4,0,0.20,6.80,13.20,20.00%,20.00%,6.80,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Joel Roos,Grey Knights,1,,1,,Grey Knights,1,,,,,1,4,0,5,6.80,13.20,20.00%,,,5,,,,,,,,,,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Robert Lindberg,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,3,2,0,5,11.80,8.20,60.00%,60.00%,5,,5,3,2,0,0.60,11.80,8.20,60.00%,60.00%,11.80,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Victor Bergenholtz,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,3,2,0,5,13.40,6.60,60.00%,60.00%,5,,5,3,2,0,0.60,13.40,6.60,60.00%,60.00%,13.40,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Victor Bergenholtz,Grey Knights,1,,1,,Grey Knights,1,,,,,3,2,0,5,13.40,6.60,60.00%,,,5,,,,,,,,,,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Malte Höfs,Grey Knights,1,1,,1,Grey Knights,1,1,Mono,,,2,3,0,5,60.80,59.00,40.00%,40.00%,5,,5,2,3,0,0.40,60.80,59.00,40.00%,40.00%,60.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Jonathan Aylett,Orks,1,,1,,Grot Mobs,1,1,,,,2,4,0,6,61.33,79.17,33.33%,,,6,,,,,,,,,33.33%,,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
James Davis,Orks,1,,1,,Grot Mobs,1,1,,,,3,2,0,5,58.80,67.20,60.00%,,,5,,,,,,,,,60.00%,,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Isaac Johnson,Imperial Knights,1,1,,1,House Griffith,1,1,Mono,,,1,5,0,6,53.67,68.00,16.67%,16.67%,6,,6,1,5,0,0.17,53.67,68.00,16.67%,16.67%,53.67,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Tom Bunnell,Renegade Knights,1,1,,1,House Herpetrax,1,1,Mono,,,2,4,0,6,57.67,78.00,33.33%,33.33%,6,,6,2,4,0,0.33,57.67,78.00,33.33%,33.33%,57.67,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Max Persson,Renegade Knights,1,1,,1,House Herpetrax,1,1,,,,3,2,0,5,70.80,65.00,60.00%,,5,,,3,2,0,0.60,70.80,65.00,60.00%,60.00%,70.80,No,,Varberg GT,GT Pack,9th Open,28-Aug
Torstein Selven,Renegade Knights,1,1,,1,House Herpetrax,1,1,Mono,,,2,3,0,5,73.60,65.60,40.00%,40.00%,5,,5,2,3,0,0.40,73.60,65.60,40.00%,40.00%,73.60,No,,Invasion GT,GT Pack,9th Open,12-Sep
Kyle Harris,Renegade Knights,1,1,,1,House Herpetrax,1,1,mono,,,2,4,0,6,57.17,76.50,33.33%,33.33%,6,,6,2,4,0,0.33,57.17,76.50,33.33%,33.33%,57.17,No,,Iron Halo,GT Pack,9th Open,26-Sep
Zane Greene,Renegade Knights,1,,1,1,House Khomentis,1,1,,,,3,3,0,6,71.17,65.17,50.00%,,,6,,,,,0.50,71.17,65.17,,50.00%,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Stian Bruras-Leine,Renegade Knights,1,1,,1,House Khomentis,1,1,,,,1,4,0,5,57.20,82.00,20.00%,,5,,,1,4,0,0.20,57.20,82.00,20.00%,20.00%,57.20,No,,Invasion GT,GT Pack,9th Open,12-Sep
Nick Argent,Renegade Knights,1,1,,1,House Khomentis,1,1,Mono,,,3,2,0,5,63.00,58.00,60.00%,60.00%,5,,5,3,2,0,0.60,63.00,58.00,60.00%,60.00%,63.00,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Sam Squires,Imperial Knights,1,1,,1,House Krast,1,1,Mono,,,3,2,0,5,73.40,61.20,60.00%,60.00%,5,,5,3,2,0,0.60,73.40,61.20,60.00%,60.00%,73.40,No,,Battle for Survival,GT Pack,9th Open,14-Aug
Max Elmgren,Imperial Knights,1,1,,1,House Krast,1,1,Mono,,,0,5,0,5,39.40,95.40,0.00%,0.00%,5,,5,0,5,0,0.00,39.40,95.40,0.00%,0.00%,39.40,No,,Varberg GT,GT Pack,9th Open,28-Aug
Jonas Beardsley,Imperial Knights,1,1,,1,House Krast,1,1,,,,4,1,0,5,75.40,48.80,80.00%,,5,,,4,1,0,0.80,75.40,48.80,80.00%,80.00%,75.40,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
George Maxwell,Imperial Knights,1,1,,1,House Krast,1,1,mono,,,4,2,0,6,66.50,64.33,66.67%,66.67%,6,,6,4,2,0,0.67,66.50,64.33,66.67%,66.67%,66.50,No,,Iron Halo,GT Pack,9th Open,26-Sep
Andy Kull,Imperial Knights,1,1,,1,House Raven,1,1,Mono,,,2,4,0,6,53.00,74.50,33.33%,33.33%,6,,6,2,4,0,0.33,53.00,74.50,33.33%,33.33%,53.00,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Tomasz Rydel,Imperial Knights,1,,1,1,House Raven,1,1,,,,0,5,0,5,56.20,79.20,0.00%,,,5,,,,,0.00,56.20,79.20,,0.00%,,No,,Invasion GT,GT Pack,9th Open,12-Sep
Malcolm Barnfield,Imperial Knights,1,1,,1,House Raven,1,1,,,,0,5,0,5,52.00,93.20,0.00%,,5,,,0,5,0,0.00,52.00,93.20,0.00%,0.00%,52.00,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Evan Stump,Imperial Knights,1,1,,1,House Raven,1,1,,,,4,1,0,5,76.20,38.20,80.00%,,5,,,4,1,0,0.80,76.20,38.20,80.00%,80.00%,76.20,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Anthony Pede,Imperial Knights,1,,1,1,House Raven,1,1,,,,1,4,0,5,32.00,71.60,20.00%,,,5,,,,,0.20,32.00,71.60,,20.00%,,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Jonatan Holm,Imperial Knights,1,1,,1,House Taranis,1,1,,,,3,2,0,5,82.40,74.00,60.00%,,5,,,3,2,0,0.60,82.40,74.00,60.00%,60.00%,82.40,No,,Varberg GT,GT Pack,9th Open,28-Aug
Steven Schirmer,Imperial Knights,1,1,,1,House Taranis,1,1,Mono,,,4,2,0,6,74.33,64.33,66.67%,66.67%,6,,6,4,2,0,0.67,74.33,64.33,66.67%,66.67%,74.33,No,,Iron Halo,GT Pack,9th Open,26-Sep
Aaron Kelman,Imperial Knights,1,,1,1,House Taranis,1,1,,,,4,1,0,5,72.60,54.40,80.00%,,,5,,,,,0.80,72.60,54.40,,80.00%,,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Robert Wood,Imperial Knights,1,1,,1,House Taranis,1,1,Mono,,,1,4,0,5,62.60,79.80,20.00%,20.00%,5,,5,1,4,0,0.20,62.60,79.80,20.00%,20.00%,62.60,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Jonatan Holm,Imperial Knights,1,1,,1,House Taranis,1,1,,,,1,4,0,5,67.00,81.80,20.00%,,5,,,1,4,0,0.20,67.00,81.80,20.00%,20.00%,67.00,No,,WCT GT 2,GT Pack,9th Open,26-Sep
Henrik Stjernberger,Imperial Knights,1,,1,1,House Terryn,1,1,,,,2,3,0,5,59.60,61.20,40.00%,,,5,,,,,0.40,59.60,61.20,,40.00%,,No,,Varberg GT,GT Pack,9th Open,28-Aug
Mikael Christensson,Imperial Knights,1,,1,1,House Terryn,1,1,,,,1,4,0,5,60.40,79.20,20.00%,,,5,,,,,0.20,60.40,79.20,,20.00%,,No,,Varberg GT,GT Pack,9th Open,28-Aug
Andreas Liene,Imperial Knights,1,1,,1,House Terryn,1,1,,,,1,4,0,5,59.60,79.00,20.00%,,5,,,1,4,0,0.20,59.60,79.00,20.00%,20.00%,59.60,No,,Invasion GT,GT Pack,9th Open,12-Sep
William Ristau,Renegade Knights,1,1,,1,House Vextrix,1,1,Mono,,,3,3,0,6,75.00,67.00,50.00%,50.00%,6,,6,3,3,0,0.50,75.00,67.00,50.00%,50.00%,75.00,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Morgan Norman,Renegade Knights,1,,1,1,House Vextrix,1,1,,,,1,3,1,5,4.60,11.40,30.00%,,,5,,,,,0.30,4.60,11.40,,30.00%,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Jan Baruth,Renegade Knights,1,1,,1,House Vextrix,1,1,Mono,,,1,4,0,5,46.80,67.80,20.00%,20.00%,5,,5,1,4,0,0.20,46.80,67.80,20.00%,20.00%,46.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Glenn Connolly,Imperial Fists,1,1,,1,Imperial Fists,1,1,Mono,,,4,2,0,6,70.50,62.33,66.67%,66.67%,6,,6,4,2,0,0.67,70.50,62.33,66.67%,66.67%,70.50,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Glenn Connolly,Imperial Fists,1,,1,,Imperial Fists,1,,,,,4,2,0,6,70.50,62.33,66.67%,,,6,,,,,,,,,,,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Liam Royle,Imperial Fists,1,1,,1,Imperial Fists,1,1,Mono,,,3,3,0,6,66.67,63.33,50.00%,50.00%,6,,6,3,3,0,0.50,66.67,63.33,50.00%,50.00%,66.67,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Keiryn Lee Magazin,Imperial Fists,1,,1,1,Imperial Fists,1,1,,,,3,2,0,5,69.00,68.00,60.00%,,,5,,,,,0.60,69.00,68.00,,60.00%,,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Richard King,Imperial Fists,1,1,,1,Imperial Fists,1,1,Mono,,,3,2,0,5,42.00,46.80,60.00%,60.00%,5,,5,3,2,0,0.60,42.00,46.80,60.00%,60.00%,42.00,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Alex Cable,Imperial Fists,1,1,,1,Imperial Fists,1,1,Mono,,,2,3,0,5,63.20,64.60,40.00%,40.00%,5,,5,2,3,0,0.40,63.20,64.60,40.00%,40.00%,63.20,No,,Battle for Survival,GT Pack,9th Open,14-Aug
